Match_ID,Date,Season,League,HomeTeam,AwayTeam,Elo_Home,Elo_Away,Elo_Diff,Elo_Exp_Home,Elo_Exp_Away,Rest_Days_Home,Rest_Days_Away,Rest_Days_Diff,Trap_Risk_Home,Trap_Risk_Away,Trap_Risk_Diff,Motivation_Home,Motivation_Away,Motivation_Diff,Is_Derby,Derby_Name,Tactics_Pressing_Home,Tactics_Pressing_Away,Tactics_Attack_Home,Tactics_Attack_Away,Tactics_Finishing_Home,Tactics_Finishing_Away,Tactics_Defense_Home,Tactics_Defense_Away,Tactics_SetPiece_Home,Tactics_SetPiece_Away,Counter_Advantage_Home,Counter_Advantage_Away,Counter_Advantage_Diff,Tactics_Clash_Pressing,Tactics_Clash_Attack_vs_Def,Tactics_Clash_Def_vs_Attack,Tactics_Clash_SetPiece,Games_Played_Home,Games_Played_Away,Season_Points_Home,Season_Points_Away,Home_L3_goals_scored_avg,Home_L3_goals_conceded_avg,Home_L3_points_avg,Home_L3_shots_avg,Home_L3_shots_target_avg,Home_L3_shots_conceded_avg,Home_L3_shots_target_conceded_avg,Home_L3_corners_avg,Home_L3_fouls_avg,Home_L3_win_rate,Home_L3_draw_rate,Home_L3_loss_rate,Home_L3_shot_accuracy,Home_L3_weighted_points,Home_L3_unbeaten_streak,Away_L3_goals_scored_avg,Away_L3_goals_conceded_avg,Away_L3_points_avg,Away_L3_shots_avg,Away_L3_shots_target_avg,Away_L3_shots_conceded_avg,Away_L3_shots_target_conceded_avg,Away_L3_corners_avg,Away_L3_fouls_avg,Away_L3_win_rate,Away_L3_draw_rate,Away_L3_loss_rate,Away_L3_shot_accuracy,Away_L3_weighted_points,Away_L3_unbeaten_streak,Home_L5_goals_scored_avg,Home_L5_goals_conceded_avg,Home_L5_points_avg,Home_L5_shots_avg,Home_L5_shots_target_avg,Home_L5_shots_conceded_avg,Home_L5_shots_target_conceded_avg,Home_L5_corners_avg,Home_L5_fouls_avg,Home_L5_win_rate,Home_L5_draw_rate,Home_L5_loss_rate,Home_L5_shot_accuracy,Home_L5_weighted_points,Home_L5_unbeaten_streak,Away_L5_goals_scored_avg,Away_L5_goals_conceded_avg,Away_L5_points_avg,Away_L5_shots_avg,Away_L5_shots_target_avg,Away_L5_shots_conceded_avg,Away_L5_shots_target_conceded_avg,Away_L5_corners_avg,Away_L5_fouls_avg,Away_L5_win_rate,Away_L5_draw_rate,Away_L5_loss_rate,Away_L5_shot_accuracy,Away_L5_weighted_points,Away_L5_unbeaten_streak,Home_L10_goals_scored_avg,Home_L10_goals_conceded_avg,Home_L10_points_avg,Home_L10_shots_avg,Home_L10_shots_target_avg,Home_L10_shots_conceded_avg,Home_L10_shots_target_conceded_avg,Home_L10_corners_avg,Home_L10_fouls_avg,Home_L10_win_rate,Home_L10_draw_rate,Home_L10_loss_rate,Home_L10_shot_accuracy,Home_L10_weighted_points,Home_L10_unbeaten_streak,Away_L10_goals_scored_avg,Away_L10_goals_conceded_avg,Away_L10_points_avg,Away_L10_shots_avg,Away_L10_shots_target_avg,Away_L10_shots_conceded_avg,Away_L10_shots_target_conceded_avg,Away_L10_corners_avg,Away_L10_fouls_avg,Away_L10_win_rate,Away_L10_draw_rate,Away_L10_loss_rate,Away_L10_shot_accuracy,Away_L10_weighted_points,Away_L10_unbeaten_streak,Home_AtHome_L5_goals_scored_avg,Home_AtHome_L5_goals_conceded_avg,Home_AtHome_L5_points_avg,Home_AtHome_L5_shots_avg,Home_AtHome_L5_shots_target_avg,Home_AtHome_L5_shots_conceded_avg,Home_AtHome_L5_shots_target_conceded_avg,Home_AtHome_L5_corners_avg,Home_AtHome_L5_fouls_avg,Home_AtHome_L5_win_rate,Home_AtHome_L5_draw_rate,Home_AtHome_L5_loss_rate,Home_AtHome_L5_shot_accuracy,Home_AtHome_L5_weighted_points,Home_AtHome_L5_unbeaten_streak,Away_AtAway_L5_goals_scored_avg,Away_AtAway_L5_goals_conceded_avg,Away_AtAway_L5_points_avg,Away_AtAway_L5_shots_avg,Away_AtAway_L5_shots_target_avg,Away_AtAway_L5_shots_conceded_avg,Away_AtAway_L5_shots_target_conceded_avg,Away_AtAway_L5_corners_avg,Away_AtAway_L5_fouls_avg,Away_AtAway_L5_win_rate,Away_AtAway_L5_draw_rate,Away_AtAway_L5_loss_rate,Away_AtAway_L5_shot_accuracy,Away_AtAway_L5_weighted_points,Away_AtAway_L5_unbeaten_streak,H2H_Home_Avg_Points,H2H_Home_Avg_GoalDiff,H2H_Count,Diff_L5_Points,Diff_L5_Weighted_Points,Diff_L5_Goals_Scored,Diff_L5_Goals_Conceded,Diff_L5_Shots_Target,B365H,B365D,B365A,FTHG,FTAG,FTR,Target
1504,2022-08-01,2021-2022,LaLiga,Granada,Barcelona,1403.4280323343394,1738.608700212339,-270.18066787799967,0.17432426806464776,0.8256757319353523,27,27,0,0.0,0.0,0.0,0.6,0.6,0.0,0.0,None,45.6,72.1,30.6,49.6,48.5,44.5,38.0,82.7,50.0,76.7,0.0,45.0,-45.0,-37.1,-52.1,-11.600000000000001,-26.700000000000003,0,0,0,0,2.0,1.0,1.3333333333333333,12.0,5.0,17.333333333333332,8.0,4.666666666666667,11.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.4166663194447338,1.6666666666666667,1,2.6666666666666665,1.3333333333333333,3.0,13.333333333333334,6.0,12.333333333333334,4.0,5.666666666666667,13.666666666666666,1.0,0.0,0.0,0.44999966250025314,3.0,3,1.4,1.6,0.8,11.4,3.8,15.0,6.4,5.8,12.6,0.2,0.2,0.6,0.33333304093592897,1.2,1,1.6,1.2,2.0,11.8,4.4,10.0,3.6,6.8,12.2,0.6,0.2,0.2,0.3728810399313221,2.466666666666667,3,1.3,1.6,1.0,11.5,3.8,14.7,5.5,5.0,12.1,0.2,0.4,0.4,0.3304344952743519,1.0,1,1.5,0.8,1.9,15.1,5.7,8.5,3.3,6.6,12.2,0.6,0.1,0.3,0.37748319371973926,2.0727272727272728,3,0.8,2.0,0.6,14.8,4.8,12.8,5.6,6.8,12.0,0.0,0.6,0.4,0.3243241051864154,0.6666666666666666,1,1.8,0.4,2.6,13.0,5.2,11.6,4.0,5.0,11.0,0.8,0.2,0.0,0.39999969230792903,2.6,5,1.3333333333333333,-1.0,3,-1.2,-1.2666666666666668,-0.20000000000000018,0.40000000000000013,-0.6000000000000005,4.5,3.8,1.75,1,1,D,1
1505,2022-08-01,2021-2022,LaLiga,Real Madrid,Valencia,1736.1169213243008,1541.8248896109997,259.2920317133012,0.8164689345445996,0.18353106545540043,21,22,-1,0.0,0.0,0.0,0.6,0.6,0.0,0.0,None,41.9,81.7,67.4,24.1,59.2,39.6,57.0,73.3,56.7,46.7,0.0,0.0,0.0,-31.4,-5.8999999999999915,32.9,10.0,0,0,0,0,1.0,1.0,1.3333333333333333,19.0,5.333333333333333,11.0,4.0,7.333333333333333,9.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2807016066482772,1.1666666666666667,0,1.0,0.6666666666666666,1.6666666666666667,11.0,3.6666666666666665,10.0,3.6666666666666665,6.0,17.666666666666668,0.3333333333333333,0.6666666666666666,0.0,0.3333330303033058,2.0,3,1.6,1.0,1.6,18.2,6.2,11.0,4.0,6.2,10.0,0.4,0.4,0.2,0.3406591534839816,1.3333333333333333,0,1.0,0.4,1.8,11.4,3.4,9.4,3.2,6.0,18.4,0.4,0.6,0.0,0.2982453524163575,1.8,5,2.1,1.2,2.0,16.5,6.2,12.6,4.4,5.4,10.1,0.6,0.2,0.2,0.3757573480258497,1.8,0,1.1,0.9,1.4,10.9,3.2,10.4,3.3,4.8,15.5,0.3,0.5,0.2,0.2935777123140254,1.6727272727272726,8,1.8,1.0,2.0,16.8,6.2,11.4,4.4,6.8,9.6,0.6,0.2,0.2,0.369047399376548,2.2666666666666666,4,0.8,1.0,1.2,11.2,3.4,9.4,3.8,4.6,16.0,0.2,0.6,0.2,0.30357115752575226,1.6,4,2.0,0.0,3,-0.19999999999999996,-0.4666666666666668,0.6000000000000001,0.6,2.8000000000000003,1.37,5.0,8.0,4,1,H,0
1506,2022-08-01,2021-2022,LaLiga,Sociedad,Celta,1552.0144799109935,1552.6456747239245,64.36880518706903,0.5915886403565593,0.40841135964344066,30,27,3,0.0,0.0,0.0,0.6,0.6,0.0,0.0,None,71.0,75.0,16.1,34.7,22.4,51.7,63.3,72.0,41.7,45.0,0.0,0.0,0.0,-1.0,-55.9,28.599999999999994,-3.299999999999997,0,0,0,0,0.6666666666666666,1.0,0.6666666666666666,12.666666666666666,4.0,14.666666666666666,4.333333333333333,5.333333333333333,12.0,0.0,0.6666666666666666,0.3333333333333333,0.31578922437692813,0.6666666666666666,1,2.6666666666666665,1.6666666666666667,2.0,13.333333333333334,6.0,8.333333333333334,2.3333333333333335,4.666666666666667,14.333333333333334,0.6666666666666666,0.0,0.3333333333333333,0.44999966250025314,2.5,2,1.0,1.2,1.0,12.2,4.2,12.0,4.4,4.4,13.6,0.2,0.4,0.4,0.3442620128999895,0.7333333333333333,1,2.0,1.4,1.8,13.4,5.6,8.6,2.4,4.6,13.2,0.6,0.0,0.4,0.4179101358879583,2.2,2,0.7,1.1,1.0,10.9,3.7,11.6,3.5,4.5,14.1,0.2,0.4,0.4,0.3394492298630919,0.8363636363636363,1,1.4,1.1,1.6,12.0,4.2,9.0,2.4,4.7,13.0,0.5,0.1,0.4,0.3499997083335764,1.8909090909090909,2,0.6,0.8,1.0,11.0,4.0,9.6,2.6,4.6,14.6,0.2,0.4,0.4,0.3636360330581518,0.6666666666666666,1,1.2,1.2,1.4,8.8,3.6,13.4,4.6,3.8,13.6,0.4,0.2,0.4,0.4090904442154043,1.2666666666666666,0,3.0,2.0,3,-0.8,-1.4666666666666668,-1.0,-0.19999999999999996,-1.3999999999999995,1.83,3.3,4.75,1,0,H,0
1507,2022-08-01,2021-2022,LaLiga,Levante,Mallorca,1460.9544532126768,1411.397427265617,114.55702594705986,0.659135311336335,0.34086468866366504,29,27,2,0.0,0.0,0.0,0.6,0.6,0.0,0.0,None,52.3,71.2,49.8,37.1,60.7,56.1,16.3,37.0,48.3,30.0,0.0,25.0,-25.0,15.299999999999997,12.799999999999997,-20.8,18.299999999999997,0,0,0,0,2.3333333333333335,2.0,2.0,11.666666666666666,5.333333333333333,19.0,7.666666666666667,4.333333333333333,12.0,0.6666666666666666,0.0,0.3333333333333333,0.4571424653064583,1.5,0,2.3333333333333335,3.3333333333333335,1.0,12.333333333333334,5.333333333333333,13.0,5.666666666666667,4.0,12.0,0.3333333333333333,0.0,0.6666666666666666,0.4324320818118255,1.0,0,2.2,1.6,2.0,14.8,5.4,13.8,5.2,4.6,15.2,0.6,0.2,0.2,0.36486461833471734,1.8666666666666667,0,2.2,2.2,1.8,12.6,5.4,12.2,4.4,4.8,12.6,0.6,0.0,0.4,0.4285710884356442,1.4,0,1.8,2.3,1.3,13.7,5.0,14.9,5.8,4.9,13.3,0.4,0.1,0.5,0.3649632372531115,1.6363636363636365,0,1.5,2.0,1.5,12.1,4.3,11.4,4.1,3.8,14.0,0.5,0.0,0.5,0.3553716071309032,1.690909090909091,0,2.4,1.8,1.8,13.8,5.2,13.4,5.6,5.6,13.6,0.6,0.0,0.4,0.37681132115121657,2.2,2,1.4,1.6,1.2,11.0,3.8,10.8,3.2,4.2,12.8,0.4,0.0,0.6,0.34545423140524417,1.6,1,0.0,-1.0,1,0.19999999999999996,0.4666666666666668,0.0,-0.6000000000000001,0.0,2.2,3.25,3.4,2,0,H,0
1508,2022-08-02,2021-2022,EPL,Newcastle,Everton,1575.4975177218003,1379.7997717605426,260.6977459612576,0.8176783872511502,0.18232161274884984,30,30,0,0.0,0.0,0.0,0.6,0.6,0.0,0.0,None,46.5,29.2,45.6,18.8,70.5,38.4,78.7,9.3,43.3,36.7,20.0,0.0,20.0,37.2,36.3,59.900000000000006,6.599999999999994,0,0,0,0,2.6666666666666665,0.6666666666666666,3.0,12.666666666666666,6.666666666666667,11.0,3.3333333333333335,5.0,9.333333333333334,1.0,0.0,0.0,0.5263153739615469,3.0,3,0.6666666666666666,3.0,0.0,10.0,2.6666666666666665,14.0,5.666666666666667,4.0,13.333333333333334,0.0,0.0,1.0,0.26666640000026665,0.0,0,2.4,0.6,3.0,12.8,5.6,11.8,3.2,6.2,9.4,1.0,0.0,0.0,0.437499658203392,3.0,5,1.2,3.2,0.6,9.6,3.2,15.0,6.2,3.6,11.6,0.2,0.0,0.8,0.33333298611147283,0.2,0,1.8,0.6,2.4,12.7,5.4,11.5,3.5,4.6,10.1,0.8,0.0,0.2,0.42519651559329485,2.672727272727273,5,1.0,2.4,0.7,10.1,3.0,16.1,5.9,4.2,10.4,0.2,0.1,0.7,0.2970294088817734,0.41818181818181815,0,1.4,0.4,2.4,13.2,4.8,13.0,3.6,5.8,10.2,0.8,0.0,0.2,0.3636360881544787,2.6,3,0.8,3.4,0.0,10.0,1.8,16.4,5.8,3.0,11.0,0.0,0.0,1.0,0.17999982000018,0.0,0,2.0,0.6666666666666666,3,2.4,2.8,1.2,-2.6,2.3999999999999995,2.5,3.25,2.87,3,1,H,0
1509,2022-08-02,2021-2022,EPL,Burnley,Man United,1431.8979131582296,1525.2115183094186,-28.313605151188995,0.45934340881247493,0.5406565911875251,28,25,3,0.0,0.0,0.0,0.6,0.6,0.0,0.0,None,45.0,39.0,29.9,23.2,34.5,49.1,48.0,10.7,61.7,41.7,0.0,0.0,0.0,34.3,19.2,24.8,20.0,0,0,0,0,1.6666666666666667,2.3333333333333335,1.0,13.0,5.0,12.0,5.666666666666667,7.0,10.666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.38461508875762407,1.0,0,0.6666666666666666,3.0,0.0,13.333333333333334,4.333333333333333,12.666666666666666,4.666666666666667,5.666666666666667,9.333333333333334,0.0,0.0,1.0,0.3249997562501828,0.0,0,1.2,1.8,0.8,11.4,4.2,15.8,6.8,5.8,12.0,0.2,0.2,0.6,0.3684207294555005,0.9333333333333333,0,0.6,2.8,0.0,11.0,3.8,13.6,5.4,5.2,12.8,0.0,0.0,1.0,0.34545423140524417,0.0,0,1.1,1.4,1.4,12.3,4.1,13.5,5.2,5.7,11.2,0.4,0.2,0.4,0.3333330623308436,1.018181818181818,0,1.1,2.5,0.7,10.7,4.3,14.8,5.2,4.5,11.1,0.2,0.1,0.7,0.40186878330020254,0.2545454545454545,0,1.0,2.2,0.8,11.6,3.6,11.6,5.4,6.0,12.0,0.2,0.2,0.6,0.3103445600477931,0.8666666666666667,0,0.6,3.0,0.0,10.4,3.8,13.4,6.0,5.4,13.8,0.0,0.0,1.0,0.36538426405359226,0.0,0,0.0,-1.6666666666666667,3,0.8,0.9333333333333333,0.6,-0.9999999999999998,0.40000000000000036,5.5,4.0,1.61,1,1,D,1
1510,2022-08-02,2021-2022,EPL,West Ham,Watford,1499.6264768019653,1339.4824603018167,225.1440165001486,0.7851666101022388,0.21483338989776124,25,28,-3,0.0,0.0,0.0,0.6,0.6,0.0,0.0,None,14.2,21.9,10.9,18.4,43.7,32.3,23.3,17.0,40.0,40.0,0.0,0.0,0.0,-2.8000000000000007,-6.1,4.900000000000002,0.0,0,0,0,0,0.6666666666666666,2.3333333333333335,0.0,6.0,1.6666666666666667,15.666666666666666,5.0,3.0,9.0,0.0,0.0,1.0,0.27777731481558643,0.0,0,1.0,2.0,0.0,9.0,3.6666666666666665,16.666666666666668,6.333333333333333,3.0,10.666666666666666,0.0,0.0,1.0,0.40740695473301325,0.0,0,0.8,2.0,0.2,7.4,2.4,20.0,5.6,3.8,8.6,0.0,0.2,0.8,0.32432388604880263,0.13333333333333333,0,0.8,2.2,0.2,10.2,4.2,15.2,5.6,4.6,9.0,0.0,0.2,0.8,0.41176430219186066,0.06666666666666667,0,0.9,1.8,0.5,8.7,3.0,17.3,4.8,4.4,8.8,0.1,0.2,0.7,0.3448271898538048,0.3090909090909091,0,0.9,2.1,0.5,10.5,3.5,16.5,5.7,4.4,9.5,0.1,0.2,0.7,0.3333330158733182,0.23636363636363636,0,1.2,1.6,1.0,9.8,3.4,16.4,4.8,5.0,9.0,0.2,0.4,0.4,0.34693842149140663,0.5333333333333333,0,0.8,1.8,0.8,7.8,3.2,16.2,6.4,4.4,11.0,0.2,0.2,0.6,0.4102558842873279,0.4,0,3.0,3.0,1,0.0,0.06666666666666667,0.0,-0.20000000000000018,-1.8000000000000003,1.55,4.2,5.75,1,0,H,0
1511,2022-08-04,2021-2022,EPL,Newcastle,Wolves,1583.7019902954985,1445.4588436340764,203.2431466614221,0.7631380745658557,0.2368619254341443,2,30,-28,0.15,0.0,0.15,0.525,0.6,-0.07499999999999996,0.0,None,46.9,24.4,52.8,27.5,80.8,34.2,78.0,23.0,41.7,38.3,20.0,0.0,20.0,23.9,29.799999999999997,50.5,3.4000000000000057,1,0,3,0,3.0,0.6666666666666666,3.0,16.666666666666668,7.666666666666667,10.666666666666666,2.6666666666666665,6.333333333333333,10.666666666666666,1.0,0.0,0.0,0.4599997240001656,3.0,3,1.3333333333333333,2.3333333333333335,0.3333333333333333,12.0,5.0,20.0,6.0,3.3333333333333335,7.666666666666667,0.0,0.3333333333333333,0.6666666666666666,0.4166663194447338,0.5,1,2.6,0.6,3.0,14.8,6.6,11.0,3.0,6.6,10.4,1.0,0.0,0.0,0.44594564463132114,3.0,5,1.4,2.2,0.4,12.2,4.8,18.0,5.6,3.8,8.6,0.0,0.4,0.6,0.3934423004571308,0.4666666666666667,1,2.1,0.6,2.7,13.0,5.7,11.7,3.5,4.5,10.3,0.9,0.0,0.1,0.4384612011836914,2.7818181818181817,6,1.0,2.0,0.5,12.2,4.5,15.6,5.8,4.3,9.3,0.1,0.2,0.7,0.36885215667856014,0.36363636363636365,1,1.8,0.6,2.4,14.6,5.8,13.2,3.8,6.6,10.4,0.8,0.0,0.2,0.39726000187671107,2.8,4,1.0,1.6,0.8,12.0,4.4,16.4,5.0,3.6,8.2,0.2,0.2,0.6,0.3666663611113658,0.5333333333333333,1,0.6666666666666666,-0.3333333333333333,3,2.6,2.533333333333333,1.2000000000000002,-1.6,1.7999999999999998,2.25,3.1,3.4,1,0,H,0
1512,2022-08-04,2021-2022,LaLiga,Sevilla,Granada,1617.2788927329439,1413.1983042924,269.0805884405438,0.8247623713668546,0.1752376286331454,30,3,27,0.0,0.0,0.0,0.6,0.6,0.0,0.0,None,64.8,43.3,22.1,35.9,36.4,49.1,69.3,34.7,36.7,55.0,0.0,0.0,0.0,30.099999999999994,-12.600000000000001,33.4,-18.299999999999997,0,1,0,1,1.0,0.6666666666666666,1.6666666666666667,14.333333333333334,4.333333333333333,10.0,2.6666666666666665,4.666666666666667,17.0,0.3333333333333333,0.6666666666666666,0.0,0.30232537047067176,1.6666666666666667,3,2.3333333333333335,1.3333333333333333,1.3333333333333333,11.666666666666666,4.666666666666667,18.333333333333332,6.666666666666667,3.3333333333333335,11.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.39999965714315106,1.5,2,0.8,0.6,1.4,12.6,4.6,9.8,3.0,4.0,14.6,0.2,0.8,0.0,0.3650790753340672,1.5333333333333334,5,1.4,1.2,1.0,12.8,4.6,15.2,5.8,5.2,11.8,0.2,0.4,0.4,0.35937471923850056,1.2666666666666666,2,1.0,0.9,1.3,10.9,3.7,11.6,3.3,4.2,13.1,0.2,0.7,0.1,0.3394492298630919,1.4363636363636363,6,1.4,1.7,1.0,12.3,4.1,14.8,5.2,5.3,11.8,0.2,0.4,0.4,0.3333330623308436,1.0,2,0.8,1.4,1.0,10.0,3.0,13.0,4.0,4.2,13.2,0.2,0.4,0.4,0.2999997000003,1.4,2,1.4,1.6,0.8,9.8,3.2,17.4,5.6,4.6,13.2,0.2,0.2,0.6,0.3265302790507357,1.0666666666666667,1,1.0,-0.3333333333333333,3,0.3999999999999999,0.26666666666666683,-0.5999999999999999,-0.6,0.0,1.5,4.33,7.0,4,2,H,0
1513,2022-08-05,2021-2022,LaLiga,Villarreal,Sevilla,1566.1838956780723,1625.1645860214353,6.019309656637006,0.5086616163382308,0.4913383836617692,30,1,29,0.0,0.15,-0.15,0.6,0.525,0.07499999999999996,0.0,None,51.7,57.7,27.2,33.5,66.3,46.1,73.3,64.7,50.0,50.0,0.0,0.0,0.0,-13.0,-37.5,39.8,0.0,0,1,0,3,1.3333333333333333,0.6666666666666666,2.0,7.333333333333333,2.6666666666666665,10.0,3.6666666666666665,4.0,12.666666666666666,0.6666666666666666,0.0,0.3333333333333333,0.36363586776927126,1.5,0,2.0,1.0,2.3333333333333335,17.0,5.666666666666667,11.0,3.3333333333333335,7.666666666666667,13.333333333333334,0.6666666666666666,0.3333333333333333,0.0,0.33333313725501734,2.3333333333333335,3,1.0,1.0,1.2,8.4,2.6,10.6,4.0,4.8,11.2,0.4,0.0,0.6,0.3095234410435226,1.4,0,1.4,0.8,1.8,13.6,5.0,10.8,3.2,5.8,13.0,0.4,0.6,0.0,0.3676467884950085,2.066666666666667,5,1.4,0.9,1.5,10.2,4.1,10.4,3.8,5.0,10.2,0.5,0.0,0.5,0.40196039023491154,1.4181818181818182,0,1.3,1.0,1.5,12.2,4.3,12.1,3.6,5.0,12.3,0.3,0.6,0.1,0.35245872749284635,1.7454545454545454,7,2.4,0.8,1.8,13.2,5.6,7.4,3.0,4.8,13.0,0.6,0.0,0.4,0.4242421028468918,1.2,0,1.0,0.8,1.4,13.0,4.8,11.8,3.6,3.8,13.0,0.2,0.8,0.0,0.36923048520731905,1.2666666666666666,5,1.0,0.3333333333333333,3,-0.6000000000000001,-0.666666666666667,-0.3999999999999999,0.19999999999999996,-2.4,2.3,3.3,3.1,1,1,D,1
1514,2022-08-05,2021-2022,EPL,Norwich,West Ham,1315.5865915857855,1506.0714784988982,-125.48488691311263,0.3268759104943447,0.6731240895056553,30,3,27,0.0,0.0,0.0,0.6,0.6,0.0,0.0,None,16.9,8.7,8.7,12.2,10.0,40.8,3.0,30.0,28.3,43.3,0.0,0.0,0.0,-13.100000000000001,-21.3,-9.2,-14.999999999999996,0,1,0,3,0.6666666666666666,3.0,0.3333333333333333,11.666666666666666,3.0,15.333333333333334,7.666666666666667,3.6666666666666665,12.0,0.0,0.3333333333333333,0.6666666666666666,0.2571426367348828,0.3333333333333333,0,0.6666666666666666,1.3333333333333333,1.0,6.666666666666667,2.0,11.666666666666666,3.0,2.6666666666666665,6.333333333333333,0.3333333333333333,0.0,0.6666666666666666,0.299999550000675,1.5,1,0.4,2.8,0.2,9.8,2.8,16.0,7.2,3.2,11.0,0.0,0.2,0.8,0.2857139941693937,0.26666666666666666,0,1.0,1.8,0.8,6.6,2.0,16.8,4.8,3.6,7.4,0.2,0.2,0.6,0.303029843894176,1.0666666666666667,1,0.6,2.4,0.2,9.6,2.4,20.0,7.3,3.7,9.7,0.0,0.2,0.8,0.2499997395836046,0.18181818181818182,0,0.9,1.6,0.8,9.0,3.0,17.1,4.6,4.6,7.8,0.2,0.2,0.6,0.3333329629633745,0.7636363636363637,1,0.6,3.4,0.6,9.4,2.8,14.0,7.4,4.2,12.4,0.2,0.0,0.8,0.2978720235404005,0.4,0,0.6,2.0,0.0,7.6,2.6,18.2,4.8,3.8,8.6,0.0,0.0,1.0,0.3421048130199829,0.0,0,1.2,0.0,0,-0.6000000000000001,-0.8,-0.6,0.9999999999999998,0.7999999999999998,4.5,3.8,1.75,0,4,A,2
1515,2022-08-05,2021-2022,LaLiga,Getafe,Vallecano,1443.5799898755765,1451.770880195799,56.80910967977752,0.5810340045884962,0.4189659954115038,30,25,5,0.0,0.0,0.0,0.6,0.6,0.0,0.0,None,60.2,59.0,19.9,27.2,48.7,17.9,47.7,44.7,26.7,46.7,0.0,0.0,0.0,15.5,-24.800000000000004,20.500000000000004,-20.000000000000004,0,0,0,0,0.3333333333333333,1.0,0.6666666666666666,9.666666666666666,2.3333333333333335,13.0,4.666666666666667,4.333333333333333,11.0,0.0,0.6666666666666666,0.3333333333333333,0.2413790606423511,0.5,0,1.6666666666666667,2.6666666666666665,1.0,16.0,6.0,14.333333333333334,5.333333333333333,5.666666666666667,15.0,0.3333333333333333,0.0,0.6666666666666666,0.3749997656251465,1.5,1,0.6,1.0,1.0,9.4,2.6,10.4,3.4,3.8,12.2,0.2,0.4,0.4,0.27659545043037187,0.6666666666666666,0,1.2,2.4,0.6,14.0,4.4,13.6,4.8,4.4,14.0,0.2,0.0,0.8,0.31428548979607873,1.0,1,1.1,1.5,1.0,9.9,3.5,12.7,4.8,3.6,13.1,0.2,0.4,0.4,0.35353499642929653,0.8545454545454545,0,0.9,1.6,0.9,12.6,3.4,12.7,4.5,4.8,12.9,0.3,0.0,0.7,0.26984105568170186,1.0363636363636364,1,1.2,0.8,1.2,12.0,4.2,9.8,3.2,4.8,12.0,0.2,0.6,0.2,0.3499997083335764,1.0666666666666667,2,0.6,1.2,1.2,10.4,2.0,12.4,4.4,4.4,11.8,0.4,0.0,0.6,0.1923075073966275,0.6,0,0.0,-3.0,1,0.4,-0.33333333333333337,-0.6,-1.4,-1.8000000000000003,2.05,3.1,4.2,0,0,D,1
1516,2022-08-05,2021-2022,EPL,Arsenal,Leeds,1677.5590012304556,1477.2334663936094,265.32553483684615,0.8216162858959792,0.17838371410402076,30,30,0,0.0,0.0,0.0,0.6,0.6,0.0,0.0,None,49.6,59.8,59.7,48.2,54.8,47.5,56.7,32.3,55.0,70.0,0.0,0.0,0.0,17.300000000000004,27.400000000000006,8.5,-15.0,0,0,0,0,3.0,1.0,3.0,18.666666666666668,5.0,8.0,3.3333333333333335,7.666666666666667,10.666666666666666,1.0,0.0,0.0,0.26785699936232177,3.0,3,1.6666666666666667,1.0,2.3333333333333335,15.0,5.0,15.0,5.666666666666667,5.333333333333333,14.0,0.6666666666666666,0.3333333333333333,0.0,0.3333331111112593,2.6666666666666665,3,2.2,1.0,2.4,15.4,3.8,10.0,3.2,7.2,10.2,0.8,0.0,0.2,0.24675308652396977,2.6,3,1.8,1.4,2.0,16.4,4.6,12.2,5.4,7.8,14.0,0.6,0.2,0.2,0.28048763384900377,2.4,4,1.9,1.5,1.8,15.6,4.2,10.0,3.7,5.3,9.6,0.6,0.0,0.4,0.26923059664705346,2.290909090909091,3,1.6,1.9,1.7,14.3,4.6,13.7,6.0,6.2,13.7,0.5,0.2,0.3,0.32167809672860365,1.9090909090909092,4,2.4,1.0,2.4,19.2,6.2,8.2,3.0,4.2,8.4,0.8,0.0,0.2,0.3229164984809904,2.4,2,1.4,1.8,1.4,14.8,4.8,13.2,6.4,5.2,12.2,0.4,0.2,0.4,0.3243241051864154,1.6,1,2.3333333333333335,1.6666666666666667,3,0.3999999999999999,0.20000000000000018,0.40000000000000013,-0.3999999999999999,-0.7999999999999998,1.45,4.5,7.0,2,1,H,0
