gmTs,Match_No,Date,League,HomeTeam,AwayTeam,FTHG,FTAG,FTR,Vote_Home,Vote_Draw,Vote_Away,Public_Pick,Is_Upset
250020,8,2024-09-26,LaLiga,Celta,Ath Madrid,0,1,A,24.9,25.6,49.5,A,0
250020,9,2024-09-26,LaLiga,Las Palmas,Betis,1,1,D,30.3,30.3,39.4,A,1
250020,10,2024-09-26,LaLiga,Espanol,Villarreal,1,2,A,29.1,27.0,43.9,A,0
250020,11,2024-09-27,LaLiga,Valladolid,Mallorca,1,2,A,31.5,32.6,35.9,A,0
250020,12,2024-09-28,EPL,Nott'm Forest,Fulham,0,1,A,39.8,28.7,31.5,H,1
250020,13,2024-09-28,LaLiga,Vallecano,Leganes,1,1,D,49.7,31.5,18.9,H,1
250020,14,2024-09-28,EPL,Newcastle,Man City,1,1,D,8.8,16.6,74.7,A,1
250021,1,2024-09-26,LaLiga,Celta,Ath Madrid,0,1,A,24.9,25.6,49.5,A,0
250021,2,2024-09-26,LaLiga,Las Palmas,Betis,1,1,D,30.3,30.3,39.4,A,1
250021,3,2024-09-26,LaLiga,Espanol,Villarreal,1,2,A,29.1,27.0,43.9,A,0
250021,4,2024-09-27,LaLiga,Valladolid,Mallorca,1,2,A,31.5,32.6,35.9,A,0
250021,5,2024-09-28,EPL,Nott'm Forest,Fulham,0,1,A,39.8,28.7,31.5,H,1
250021,6,2024-09-28,LaLiga,Vallecano,Leganes,1,1,D,49.7,31.5,18.9,H,1
250021,7,2024-09-28,EPL,Newcastle,Man City,1,1,D,8.8,16.6,74.7,A,1
250021,8,2024-09-28,EPL,Chelsea,Brighton,4,2,H,68.5,16.9,14.5,H,0
250021,9,2024-09-28,EPL,Arsenal,Leicester,4,2,H,88.0,9.0,3.0,H,0
250021,10,2024-09-28,EPL,Brentford,West Ham,1,1,D,43.2,27.1,29.7,H,1
250021,11,2024-09-28,EPL,Everton,Crystal Palace,2,1,H,35.2,28.8,36.1,A,1
250021,12,2024-09-28,LaLiga,Osasuna,Barcelona,4,2,H,2.5,15.8,81.7,A,1
250021,13,2024-09-28,LaLiga,Getafe,Alaves,2,0,H,36.9,32.7,30.4,H,0
250021,14,2024-09-28,LaLiga,Sociedad,Valencia,3,0,H,63.8,21.8,14.4,H,0
250022,1,2024-09-28,EPL,Chelsea,Brighton,4,2,H,68.5,16.9,14.5,H,0
250022,2,2024-09-28,EPL,Arsenal,Leicester,4,2,H,88.0,9.0,3.0,H,0
250022,3,2024-09-28,EPL,Brentford,West Ham,1,1,D,43.2,27.1,29.7,H,1
250022,4,2024-09-28,EPL,Everton,Crystal Palace,2,1,H,35.2,28.8,36.1,A,1
250022,5,2024-09-28,LaLiga,Osasuna,Barcelona,4,2,H,2.5,15.8,81.7,A,1
250022,6,2024-09-28,LaLiga,Getafe,Alaves,2,0,H,36.9,32.7,30.4,H,0
250022,7,2024-09-28,LaLiga,Sociedad,Valencia,3,0,H,63.8,21.8,14.4,H,0
250022,8,2024-09-28,EPL,Wolves,Liverpool,1,2,A,-0.4,12.4,88.0,A,0
250022,9,2024-09-29,LaLiga,Ath Bilbao,Sevilla,1,1,D,69.5,19.1,11.4,H,1
250022,10,2024-09-29,LaLiga,Betis,Espanol,1,0,H,70.5,20.5,8.9,H,0
250022,11,2024-09-29,EPL,Ipswich,Aston Villa,2,2,D,17.2,18.9,63.9,A,1
250022,12,2024-09-29,EPL,Man United,Tottenham,0,3,A,40.3,25.3,34.4,H,1
250022,13,2024-09-29,LaLiga,Celta,Girona,1,1,D,44.9,26.2,29.0,H,1
250022,14,2024-09-29,LaLiga,Ath Madrid,Real Madrid,1,1,D,33.7,28.6,37.7,A,1
250023,1,2024-09-28,EPL,Wolves,Liverpool,1,2,A,-0.4,12.4,88.0,A,0
250023,2,2024-09-29,LaLiga,Ath Bilbao,Sevilla,1,1,D,69.5,19.1,11.4,H,1
250023,3,2024-09-29,LaLiga,Betis,Espanol,1,0,H,70.5,20.5,8.9,H,0
250023,4,2024-09-29,EPL,Ipswich,Aston Villa,2,2,D,17.2,18.9,63.9,A,1
250023,5,2024-09-29,EPL,Man United,Tottenham,0,3,A,40.3,25.3,34.4,H,1
250023,6,2024-09-29,LaLiga,Celta,Girona,1,1,D,44.9,26.2,29.0,H,1
250023,7,2024-09-29,LaLiga,Ath Madrid,Real Madrid,1,1,D,33.7,28.6,37.7,A,1
250023,8,2024-09-30,LaLiga,Villarreal,Las Palmas,3,1,H,80.2,16.1,3.6,H,0
250023,9,2024-09-30,EPL,Bournemouth,Southampton,3,1,H,72.2,17.4,10.4,H,0
250023,10,2024-10-02,EPL,Fulham,Bournemouth,3,1,H,39.5,26.9,33.6,H,0
250023,11,2024-10-02,LaLiga,Real Madrid,Girona,4,0,H,81.6,14.2,4.2,H,0
250023,12,2024-10-02,LaLiga,Alaves,Villarreal,1,1,D,43.2,28.0,28.8,H,1
250023,13,2024-10-02,LaLiga,Sociedad,Osasuna,0,1,A,64.2,22.3,13.6,H,1
250023,14,2024-10-02,EPL,Wolves,Brentford,0,2,A,45.4,26.5,28.1,H,1
250024,1,2024-09-30,LaLiga,Villarreal,Las Palmas,3,1,H,80.2,16.1,3.6,H,0
250024,2,2024-09-30,EPL,Bournemouth,Southampton,3,1,H,72.2,17.4,10.4,H,0
250024,3,2024-10-02,EPL,Fulham,Bournemouth,3,1,H,39.5,26.9,33.6,H,0
250024,4,2024-10-02,LaLiga,Real Madrid,Girona,4,0,H,81.6,14.2,4.2,H,0
250024,5,2024-10-02,LaLiga,Alaves,Villarreal,1,1,D,43.2,28.0,28.8,H,1
250024,6,2024-10-02,LaLiga,Sociedad,Osasuna,0,1,A,64.2,22.3,13.6,H,1
250024,7,2024-10-02,EPL,Wolves,Brentford,0,2,A,45.4,26.5,28.1,H,1
250024,8,2024-10-02,EPL,Tottenham,Brighton,2,1,H,65.7,16.9,17.4,H,0
250024,9,2024-10-02,EPL,Man City,Everton,2,0,H,88.0,8.9,3.1,H,0
250024,10,2024-10-02,EPL,Liverpool,Burnley,3,1,H,88.0,9.0,3.0,H,0
250024,11,2024-10-02,EPL,Luton,Sheffield United,1,3,A,68.1,19.1,12.8,H,1
250024,12,2024-10-02,LaLiga,Las Palmas,Valencia,2,0,H,34.9,32.0,33.1,H,0
250024,13,2024-10-02,EPL,Nott'm Forest,Newcastle,2,3,A,28.7,25.2,46.1,A,0
250024,14,2024-10-03,LaLiga,Real Madrid,Celta,4,0,H,88.0,11.8,0.2,H,0
250025,1,2024-10-02,EPL,Tottenham,Brighton,2,1,H,65.7,16.9,17.4,H,0
250025,2,2024-10-02,EPL,Man City,Everton,2,0,H,88.0,8.9,3.1,H,0
250025,3,2024-10-02,EPL,Liverpool,Burnley,3,1,H,88.0,9.0,3.0,H,0
250025,4,2024-10-02,EPL,Luton,Sheffield United,1,3,A,68.1,19.1,12.8,H,1
250025,5,2024-10-02,LaLiga,Las Palmas,Valencia,2,0,H,34.9,32.0,33.1,H,0
250025,6,2024-10-02,EPL,Nott'm Forest,Newcastle,2,3,A,28.7,25.2,46.1,A,0
250025,7,2024-10-03,LaLiga,Real Madrid,Celta,4,0,H,88.0,11.8,0.2,H,0
250025,8,2024-10-03,EPL,Aston Villa,Tottenham,0,4,A,39.8,23.7,36.5,H,1
250025,9,2024-10-03,EPL,Brighton,Nott'm Forest,1,0,H,65.8,17.8,16.4,H,0
250025,10,2024-10-03,EPL,West Ham,Burnley,2,2,D,70.7,17.7,11.6,H,1
250025,11,2024-10-03,LaLiga,Las Palmas,Ath Bilbao,0,2,A,23.7,28.8,47.5,A,0
250025,12,2024-10-03,LaLiga,Alaves,Vallecano,1,0,H,44.1,30.6,25.3,H,0
250025,13,2024-10-03,EPL,Liverpool,Man City,1,1,D,31.6,25.3,43.1,A,1
250025,14,2024-10-03,LaLiga,Betis,Villarreal,2,3,A,45.7,26.8,27.5,H,1
250026,1,2024-10-03,EPL,Aston Villa,Tottenham,0,4,A,39.8,23.7,36.5,H,1
250026,2,2024-10-03,EPL,Brighton,Nott'm Forest,1,0,H,65.8,17.8,16.4,H,0
250026,3,2024-10-03,EPL,West Ham,Burnley,2,2,D,70.7,17.7,11.6,H,1
250026,4,2024-10-03,LaLiga,Las Palmas,Ath Bilbao,0,2,A,23.7,28.8,47.5,A,0
250026,5,2024-10-03,LaLiga,Alaves,Vallecano,1,0,H,44.1,30.6,25.3,H,0
250026,6,2024-10-03,EPL,Liverpool,Man City,1,1,D,31.6,25.3,43.1,A,1
250026,7,2024-10-03,LaLiga,Betis,Villarreal,2,3,A,45.7,26.8,27.5,H,1
250026,8,2024-10-05,LaLiga,Alaves,Girona,2,2,D,27.2,26.4,46.4,A,1
250026,9,2024-10-11,EPL,Nott'm Forest,Newcastle,1,3,A,35.5,29.0,35.5,H,1
250026,10,2024-10-11,LaLiga,Betis,Celta,2,2,D,48.5,27.8,23.7,H,1
250026,11,2024-10-11,LaLiga,Mallorca,Ath Madrid,0,1,A,26.3,30.6,43.1,A,0
250026,12,2024-10-11,LaLiga,Getafe,Girona,0,1,A,38.7,29.6,31.6,H,1
250026,13,2024-10-11,LaLiga,Valladolid,Ath Bilbao,1,1,D,15.2,20.9,63.9,A,1
250026,14,2024-10-11,LaLiga,Sociedad,Barcelona,1,0,H,11.3,17.2,71.4,A,1
250027,1,2024-10-05,LaLiga,Alaves,Girona,2,2,D,27.2,26.4,46.4,A,1
250027,2,2024-10-11,EPL,Nott'm Forest,Newcastle,1,3,A,35.5,29.0,35.5,H,1
250027,3,2024-10-11,LaLiga,Betis,Celta,2,2,D,48.5,27.8,23.7,H,1
250027,4,2024-10-11,LaLiga,Mallorca,Ath Madrid,0,1,A,26.3,30.6,43.1,A,0
250027,5,2024-10-11,LaLiga,Getafe,Girona,0,1,A,38.7,29.6,31.6,H,1
250027,6,2024-10-11,LaLiga,Valladolid,Ath Bilbao,1,1,D,15.2,20.9,63.9,A,1
250027,7,2024-10-11,LaLiga,Sociedad,Barcelona,1,0,H,11.3,17.2,71.4,A,1
250027,8,2024-10-11,EPL,Chelsea,Arsenal,1,1,D,35.1,27.8,37.1,A,1
250027,9,2024-10-11,EPL,Tottenham,Ipswich,1,2,A,88.0,10.8,1.2,H,1
250027,10,2024-10-11,EPL,Man United,Leicester,3,0,H,85.4,12.9,1.7,H,0
250027,11,2024-10-18,LaLiga,Alaves,Valladolid,2,3,A,73.7,18.4,8.0,H,1
250027,12,2024-10-19,LaLiga,Girona,Sociedad,0,1,A,39.4,27.8,32.8,H,1
250027,13,2024-10-19,LaLiga,Celta,Real Madrid,1,2,A,10.4,15.8,73.9,A,0
250027,14,2024-10-19,EPL,Tottenham,West Ham,4,1,H,78.8,14.2,7.0,H,0
250028,1,2024-10-11,EPL,Chelsea,Arsenal,1,1,D,35.1,27.8,37.1,A,1
250028,2,2024-10-11,EPL,Tottenham,Ipswich,1,2,A,88.0,10.8,1.2,H,1
250028,3,2024-10-11,EPL,Man United,Leicester,3,0,H,85.4,12.9,1.7,H,0
250028,4,2024-10-18,LaLiga,Alaves,Valladolid,2,3,A,73.7,18.4,8.0,H,1
250028,5,2024-10-19,LaLiga,Girona,Sociedad,0,1,A,39.4,27.8,32.8,H,1
250028,6,2024-10-19,LaLiga,Celta,Real Madrid,1,2,A,10.4,15.8,73.9,A,0
250028,7,2024-10-19,EPL,Tottenham,West Ham,4,1,H,78.8,14.2,7.0,H,0
250028,8,2024-10-19,EPL,Fulham,Aston Villa,1,3,A,38.8,27.2,34.0,H,1
250028,9,2024-10-19,EPL,Ipswich,Everton,0,2,A,39.8,28.7,31.5,H,1
250028,10,2024-10-19,EPL,Man United,Brentford,2,1,H,70.1,17.0,12.8,H,0
250028,11,2024-10-19,EPL,Bournemouth,Arsenal,2,0,H,10.6,18.1,71.3,A,1
250028,12,2024-10-19,LaLiga,Ath Bilbao,Espanol,4,1,H,81.2,16.8,1.9,H,0
250028,13,2024-10-19,EPL,Southampton,Leicester,2,3,A,41.3,27.1,31.6,H,1
250028,14,2024-10-19,LaLiga,Osasuna,Betis,1,2,A,37.6,27.6,34.8,H,1
250029,1,2024-10-19,EPL,Fulham,Aston Villa,1,3,A,38.8,27.2,34.0,H,1
250029,2,2024-10-19,EPL,Ipswich,Everton,0,2,A,39.8,28.7,31.5,H,1
250029,3,2024-10-19,EPL,Man United,Brentford,2,1,H,70.1,17.0,12.8,H,0
250029,4,2024-10-19,EPL,Bournemouth,Arsenal,2,0,H,10.6,18.1,71.3,A,1
250029,5,2024-10-19,LaLiga,Ath Bilbao,Espanol,4,1,H,81.2,16.8,1.9,H,0
250029,6,2024-10-19,EPL,Southampton,Leicester,2,3,A,41.3,27.1,31.6,H,1
250029,7,2024-10-19,LaLiga,Osasuna,Betis,1,2,A,37.6,27.6,34.8,H,1
250029,8,2024-10-19,EPL,Newcastle,Brighton,0,1,A,48.3,25.5,26.2,H,1
250029,9,2024-10-20,LaLiga,Mallorca,Vallecano,1,0,H,46.0,30.4,23.6,H,0
250029,10,2024-10-20,EPL,Liverpool,Chelsea,2,1,H,72.7,17.2,10.1,H,0
250029,11,2024-10-20,LaLiga,Barcelona,Sevilla,5,1,H,88.0,12.2,-0.2,H,0
250029,12,2024-10-20,EPL,Wolves,Man City,1,2,A,0.0,12.0,88.0,A,0
250029,13,2024-10-20,LaLiga,Ath Madrid,Leganes,3,1,H,88.0,14.9,-2.9,H,0
250029,14,2024-10-20,LaLiga,Villarreal,Getafe,1,1,D,70.5,18.6,10.9,H,1
250030,1,2024-10-19,EPL,Newcastle,Brighton,0,1,A,48.3,25.5,26.2,H,1
250030,2,2024-10-20,LaLiga,Mallorca,Vallecano,1,0,H,46.0,30.4,23.6,H,0
250030,3,2024-10-20,EPL,Liverpool,Chelsea,2,1,H,72.7,17.2,10.1,H,0
250030,4,2024-10-20,LaLiga,Barcelona,Sevilla,5,1,H,88.0,12.2,-0.2,H,0
250030,5,2024-10-20,EPL,Wolves,Man City,1,2,A,0.0,12.0,88.0,A,0
250030,6,2024-10-20,LaLiga,Ath Madrid,Leganes,3,1,H,88.0,14.9,-2.9,H,0
250030,7,2024-10-20,LaLiga,Villarreal,Getafe,1,1,D,70.5,18.6,10.9,H,1
250030,8,2024-10-21,EPL,Nott'm Forest,Crystal Palace,1,0,H,41.3,27.1,31.6,H,0
250030,9,2024-10-21,LaLiga,Valencia,Las Palmas,2,3,A,72.6,18.6,8.8,H,1
250030,10,2024-10-25,EPL,Leicester,Nott'm Forest,1,3,A,31.7,28.8,39.6,A,0
250030,11,2024-10-25,LaLiga,Espanol,Sevilla,0,2,A,31.5,29.1,39.4,A,0
250030,12,2024-10-26,EPL,Man City,Southampton,1,0,H,88.0,7.1,4.9,H,0
250030,13,2024-10-26,EPL,Brentford,Ipswich,4,3,H,72.3,16.5,11.1,H,0
250030,14,2024-10-26,EPL,Aston Villa,Bournemouth,1,1,D,63.7,18.1,18.1,H,1
250031,1,2024-10-21,EPL,Nott'm Forest,Crystal Palace,1,0,H,41.3,27.1,31.6,H,0
250031,2,2024-10-21,LaLiga,Valencia,Las Palmas,2,3,A,72.6,18.6,8.8,H,1
250031,3,2024-10-25,EPL,Leicester,Nott'm Forest,1,3,A,31.7,28.8,39.6,A,0
250031,4,2024-10-25,LaLiga,Espanol,Sevilla,0,2,A,31.5,29.1,39.4,A,0
250031,5,2024-10-26,EPL,Man City,Southampton,1,0,H,88.0,7.1,4.9,H,0
250031,6,2024-10-26,EPL,Brentford,Ipswich,4,3,H,72.3,16.5,11.1,H,0
250031,7,2024-10-26,EPL,Aston Villa,Bournemouth,1,1,D,63.7,18.1,18.1,H,1
250031,8,2024-10-26,EPL,Brighton,Wolves,2,2,D,72.7,15.7,11.6,H,1
250031,9,2024-10-26,LaLiga,Las Palmas,Girona,1,0,H,33.1,28.0,38.9,A,1
250031,10,2024-10-26,LaLiga,Real Madrid,Barcelona,0,4,A,47.5,23.2,29.3,H,1
250031,11,2024-10-26,LaLiga,Vallecano,Alaves,1,0,H,42.2,30.6,27.1,H,0
250031,12,2024-10-26,LaLiga,Valladolid,Villarreal,1,2,A,27.1,25.3,47.5,A,0
250031,13,2024-10-26,EPL,Everton,Fulham,1,1,D,34.6,29.3,36.2,A,1
250031,14,2024-10-27,EPL,Crystal Palace,Tottenham,1,0,H,17.3,17.8,64.9,A,1
250032,1,2024-10-26,EPL,Brighton,Wolves,2,2,D,72.7,15.7,11.6,H,1
250032,2,2024-10-26,LaLiga,Las Palmas,Girona,1,0,H,33.1,28.0,38.9,A,1
250032,3,2024-10-26,LaLiga,Real Madrid,Barcelona,0,4,A,47.5,23.2,29.3,H,1
250032,4,2024-10-26,LaLiga,Vallecano,Alaves,1,0,H,42.2,30.6,27.1,H,0
250032,5,2024-10-26,LaLiga,Valladolid,Villarreal,1,2,A,27.1,25.3,47.5,A,0
250032,6,2024-10-26,EPL,Everton,Fulham,1,1,D,34.6,29.3,36.2,A,1
250032,7,2024-10-27,EPL,Crystal Palace,Tottenham,1,0,H,17.3,17.8,64.9,A,1
250032,8,2024-10-27,LaLiga,Betis,Ath Madrid,1,0,H,30.7,28.0,41.3,A,1
250032,9,2024-10-27,LaLiga,Getafe,Valencia,1,1,D,44.8,30.4,24.8,H,1
250032,10,2024-10-27,LaLiga,Leganes,Celta,3,0,H,29.3,29.3,41.4,A,1
250032,11,2024-10-27,EPL,Arsenal,Liverpool,2,2,D,38.0,29.2,32.8,H,1
250032,12,2024-10-27,EPL,Chelsea,Newcastle,2,1,H,69.0,16.5,14.5,H,0
250032,13,2024-10-27,LaLiga,Sociedad,Osasuna,0,2,A,68.1,19.9,12.1,H,1
250032,14,2024-10-27,EPL,West Ham,Man United,2,1,H,33.1,25.4,41.5,A,1
250033,1,2024-10-27,LaLiga,Betis,Ath Madrid,1,0,H,30.7,28.0,41.3,A,1
250033,2,2024-10-27,LaLiga,Getafe,Valencia,1,1,D,44.8,30.4,24.8,H,1
250033,3,2024-10-27,LaLiga,Leganes,Celta,3,0,H,29.3,29.3,41.4,A,1
250033,4,2024-10-27,EPL,Arsenal,Liverpool,2,2,D,38.0,29.2,32.8,H,1
250033,5,2024-10-27,EPL,Chelsea,Newcastle,2,1,H,69.0,16.5,14.5,H,0
250033,6,2024-10-27,LaLiga,Sociedad,Osasuna,0,2,A,68.1,19.9,12.1,H,1
250033,7,2024-10-27,EPL,West Ham,Man United,2,1,H,33.1,25.4,41.5,A,1
250033,8,2024-10-28,LaLiga,Mallorca,Ath Bilbao,0,0,D,32.5,30.4,37.0,A,1
250033,9,2024-11-02,LaLiga,Barcelona,Granada,3,3,D,88.0,9.5,2.5,H,1
250033,10,2024-11-02,EPL,West Ham,Arsenal,0,6,A,5.8,16.5,77.7,A,0
250033,11,2024-11-02,LaLiga,Sevilla,Ath Madrid,1,0,H,27.0,27.0,46.1,A,1
250033,12,2024-11-02,LaLiga,Mallorca,Vallecano,2,1,H,40.9,31.4,27.7,H,0
250033,13,2024-11-02,EPL,Aston Villa,Man United,1,2,A,44.1,25.3,30.6,H,1
250033,14,2024-11-02,LaLiga,Getafe,Celta,3,2,H,43.1,30.6,26.3,H,0
250034,1,2024-10-28,LaLiga,Mallorca,Ath Bilbao,0,0,D,32.5,30.4,37.0,A,1
250034,2,2024-11-02,LaLiga,Barcelona,Granada,3,3,D,88.0,9.5,2.5,H,1
250034,3,2024-11-02,EPL,West Ham,Arsenal,0,6,A,5.8,16.5,77.7,A,0
250034,4,2024-11-02,LaLiga,Sevilla,Ath Madrid,1,0,H,27.0,27.0,46.1,A,1
250034,5,2024-11-02,LaLiga,Mallorca,Vallecano,2,1,H,40.9,31.4,27.7,H,0
250034,6,2024-11-02,EPL,Aston Villa,Man United,1,2,A,44.1,25.3,30.6,H,1
250034,7,2024-11-02,LaLiga,Getafe,Celta,3,2,H,43.1,30.6,26.3,H,0
250034,8,2024-11-03,LaLiga,Almeria,Sevilla,2,2,D,30.8,29.0,40.2,A,1
250034,9,2024-11-03,EPL,Chelsea,Newcastle,3,2,H,49.8,23.8,26.4,H,0
250034,10,2024-11-05,EPL,West Ham,Luton,3,1,H,65.7,16.9,17.4,H,0
250034,11,2024-11-05,EPL,Everton,Sheffield United,1,0,H,84.6,14.8,0.6,H,0
250034,12,2024-11-05,EPL,Wolves,Crystal Palace,1,3,A,33.0,27.1,39.9,A,0
250034,13,2024-11-05,EPL,Newcastle,Brighton,1,1,D,75.3,14.9,9.8,H,1
250034,14,2024-11-05,EPL,Bournemouth,Brentford,1,2,A,48.9,23.8,27.2,H,1
250035,1,2024-11-03,LaLiga,Almeria,Sevilla,2,2,D,30.8,29.0,40.2,A,1
250035,2,2024-11-03,EPL,Chelsea,Newcastle,3,2,H,49.8,23.8,26.4,H,0
250035,3,2024-11-05,EPL,West Ham,Luton,3,1,H,65.7,16.9,17.4,H,0
250035,4,2024-11-05,EPL,Everton,Sheffield United,1,0,H,84.6,14.8,0.6,H,0
250035,5,2024-11-05,EPL,Wolves,Crystal Palace,1,3,A,33.0,27.1,39.9,A,0
250035,6,2024-11-05,EPL,Newcastle,Brighton,1,1,D,75.3,14.9,9.8,H,1
250035,7,2024-11-05,EPL,Bournemouth,Brentford,1,2,A,48.9,23.8,27.2,H,1
250035,8,2024-11-05,EPL,Tottenham,Burnley,2,1,H,87.4,12.4,0.2,H,0
250035,9,2024-11-05,LaLiga,Ath Bilbao,Osasuna,2,2,D,82.0,16.4,1.6,H,1
250035,10,2024-11-05,LaLiga,Villarreal,Sevilla,3,2,H,64.5,17.7,17.8,H,0
250035,11,2024-11-05,LaLiga,Mallorca,Las Palmas,1,0,H,72.5,20.5,7.1,H,0
250035,12,2024-11-05,LaLiga,Granada,Real Madrid,0,4,A,6.9,15.5,77.6,A,0
250035,13,2024-11-05,EPL,Nott'm Forest,Chelsea,2,3,A,27.8,24.9,47.3,A,0
250035,14,2024-11-05,EPL,Fulham,Man City,0,4,A,1.8,10.2,88.0,A,0
250036,1,2024-11-05,EPL,Tottenham,Burnley,2,1,H,87.4,12.4,0.2,H,0
250036,2,2024-11-05,LaLiga,Ath Bilbao,Osasuna,2,2,D,82.0,16.4,1.6,H,1
250036,3,2024-11-05,LaLiga,Villarreal,Sevilla,3,2,H,64.5,17.7,17.8,H,0
250036,4,2024-11-05,LaLiga,Mallorca,Las Palmas,1,0,H,72.5,20.5,7.1,H,0
250036,5,2024-11-05,LaLiga,Granada,Real Madrid,0,4,A,6.9,15.5,77.6,A,0
250036,6,2024-11-05,EPL,Nott'm Forest,Chelsea,2,3,A,27.8,24.9,47.3,A,0
250036,7,2024-11-05,EPL,Fulham,Man City,0,4,A,1.8,10.2,88.0,A,0
250036,8,2024-11-22,LaLiga,Getafe,Valladolid,2,0,H,71.9,20.9,7.2,H,0
250036,9,2024-11-23,LaLiga,Ath Madrid,Alaves,2,1,H,87.0,14.9,-1.9,H,0
250036,10,2024-11-23,EPL,Bournemouth,Brighton,1,2,A,39.6,26.4,34.0,H,1
250036,11,2024-11-23,LaLiga,Girona,Espanol,4,1,H,71.6,18.4,10.0,H,0
250036,12,2024-11-23,LaLiga,Celta,Barcelona,2,2,D,11.1,16.5,72.3,A,1
250036,13,2024-11-23,LaLiga,Las Palmas,Mallorca,2,3,A,33.7,31.4,34.9,A,0
250036,14,2024-11-23,LaLiga,Valencia,Betis,4,2,H,31.7,31.7,36.6,A,1
250037,1,2024-11-22,LaLiga,Getafe,Valladolid,2,0,H,71.9,20.9,7.2,H,0
250037,2,2024-11-23,LaLiga,Ath Madrid,Alaves,2,1,H,87.0,14.9,-1.9,H,0
250037,3,2024-11-23,EPL,Bournemouth,Brighton,1,2,A,39.6,26.4,34.0,H,1
250037,4,2024-11-23,LaLiga,Girona,Espanol,4,1,H,71.6,18.4,10.0,H,0
250037,5,2024-11-23,LaLiga,Celta,Barcelona,2,2,D,11.1,16.5,72.3,A,1
250037,6,2024-11-23,LaLiga,Las Palmas,Mallorca,2,3,A,33.7,31.4,34.9,A,0
250037,7,2024-11-23,LaLiga,Valencia,Betis,4,2,H,31.7,31.7,36.6,A,1
250037,8,2024-11-23,EPL,Arsenal,Nott'm Forest,3,0,H,86.6,15.1,-1.7,H,0
250037,9,2024-11-23,EPL,Aston Villa,Crystal Palace,2,2,D,73.5,17.9,8.6,H,1
250037,10,2024-11-23,EPL,Fulham,Wolves,1,4,A,72.9,17.7,9.3,H,1
250037,11,2024-11-23,EPL,Man City,Tottenham,0,4,A,80.2,15.0,4.8,H,1
250037,12,2024-11-23,EPL,Everton,Brentford,0,0,D,38.9,28.0,33.1,H,1
250037,13,2024-11-23,EPL,Leicester,Chelsea,1,2,A,3.1,14.9,82.0,A,0
250037,14,2024-11-24,LaLiga,Sevilla,Vallecano,1,0,H,41.4,29.8,28.9,H,0
250038,1,2024-11-23,EPL,Arsenal,Nott'm Forest,3,0,H,86.6,15.1,-1.7,H,0
250038,2,2024-11-23,EPL,Aston Villa,Crystal Palace,2,2,D,73.5,17.9,8.6,H,1
250038,3,2024-11-23,EPL,Fulham,Wolves,1,4,A,72.9,17.7,9.3,H,1
250038,4,2024-11-23,EPL,Man City,Tottenham,0,4,A,80.2,15.0,4.8,H,1
250038,5,2024-11-23,EPL,Everton,Brentford,0,0,D,38.9,28.0,33.1,H,1
250038,6,2024-11-23,EPL,Leicester,Chelsea,1,2,A,3.1,14.9,82.0,A,0
250038,7,2024-11-24,LaLiga,Sevilla,Vallecano,1,0,H,41.4,29.8,28.9,H,0
250038,8,2024-11-24,EPL,Southampton,Liverpool,2,3,A,-0.4,12.4,88.0,A,0
250038,9,2024-11-24,LaLiga,Osasuna,Villarreal,2,2,D,37.4,28.0,34.6,H,1
250038,10,2024-11-24,LaLiga,Ath Bilbao,Sociedad,1,0,H,42.1,31.6,26.3,H,0
250038,11,2024-11-24,LaLiga,Leganes,Real Madrid,0,3,A,1.2,15.7,83.1,A,0
250038,12,2024-11-24,EPL,Ipswich,Man United,1,1,D,9.3,17.7,72.9,A,1
250038,13,2024-11-25,EPL,Newcastle,West Ham,0,2,A,78.9,15.8,5.3,H,1
250038,14,2024-11-29,LaLiga,Mallorca,Valencia,2,1,H,47.4,31.6,21.1,H,0
250039,1,2024-11-24,EPL,Southampton,Liverpool,2,3,A,-0.4,12.4,88.0,A,0
250039,2,2024-11-24,LaLiga,Osasuna,Villarreal,2,2,D,37.4,28.0,34.6,H,1
250039,3,2024-11-24,LaLiga,Ath Bilbao,Sociedad,1,0,H,42.1,31.6,26.3,H,0
250039,4,2024-11-24,LaLiga,Leganes,Real Madrid,0,3,A,1.2,15.7,83.1,A,0
250039,5,2024-11-24,EPL,Ipswich,Man United,1,1,D,9.3,17.7,72.9,A,1
250039,6,2024-11-25,EPL,Newcastle,West Ham,0,2,A,78.9,15.8,5.3,H,1
250039,7,2024-11-29,LaLiga,Mallorca,Valencia,2,1,H,47.4,31.6,21.1,H,0
250039,8,2024-11-29,EPL,Brighton,Southampton,1,1,D,85.6,14.2,0.2,H,1
250039,9,2024-11-30,EPL,Brentford,Leicester,4,1,H,71.8,16.9,11.2,H,0
250039,10,2024-11-30,LaLiga,Valladolid,Ath Madrid,0,5,A,5.9,16.9,77.2,A,0
250039,11,2024-11-30,EPL,Wolves,Bournemouth,2,4,A,34.0,26.4,39.6,A,0
250039,12,2024-11-30,EPL,Crystal Palace,Newcastle,1,1,D,32.6,26.3,41.1,A,1
250039,13,2024-11-30,LaLiga,Espanol,Celta,3,1,H,28.8,28.0,43.2,A,1
250039,14,2024-11-30,LaLiga,Alaves,Leganes,1,1,D,66.2,21.0,12.8,H,1
250040,1,2024-11-29,EPL,Brighton,Southampton,1,1,D,85.6,14.2,0.2,H,1
250040,2,2024-11-30,EPL,Brentford,Leicester,4,1,H,71.8,16.9,11.2,H,0
