Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,Season,League
SP1,2021-10-27,Real Madrid,Osasuna,0,0,D,0,0,D,17,7,3,0,12,10,11,3,1,1,0,0,1.3,5.5,9.0,2021-2022,LaLiga
SP1,2021-10-28,Granada,Getafe,1,1,D,0,1,A,18,6,3,4,10,15,5,0,1,4,0,0,2.6,2.8,3.25,2021-2022,LaLiga
SP1,2021-10-28,Levante,Ath Madrid,2,2,D,1,1,D,10,7,3,3,15,11,5,2,3,5,1,0,5.5,3.8,1.65,2021-2022,LaLiga
SP1,2021-10-28,Celta,Sociedad,0,2,A,0,0,D,14,11,6,4,12,11,7,6,1,0,0,0,2.87,3.4,2.45,2021-2022,LaLiga
SP1,2021-10-30,Elche,Real Madrid,1,2,A,0,1,A,13,17,4,5,11,13,5,4,2,0,1,0,7.5,4.5,1.44,2021-2022,LaLiga
SP1,2021-10-30,Sevilla,Osasuna,2,0,H,1,0,H,16,10,4,3,17,10,4,5,2,2,0,0,1.53,4.0,7.0,2021-2022,LaLiga
SP1,2021-10-30,Valencia,Villarreal,2,0,H,1,0,H,9,11,3,1,19,17,7,6,2,4,0,0,2.9,3.4,2.45,2021-2022,LaLiga
SP1,2021-10-30,Barcelona,Alaves,1,1,D,0,0,D,16,3,5,2,11,11,9,0,0,2,0,0,1.28,5.5,11.0,2021-2022,LaLiga
SP1,2021-10-31,Cadiz,Mallorca,1,1,D,0,1,A,13,11,2,5,14,16,6,5,3,7,0,2,2.5,3.0,3.2,2021-2022,LaLiga
SP1,2021-10-31,Ath Madrid,Betis,3,0,H,1,0,H,18,8,9,1,11,12,13,0,0,0,0,0,1.6,3.8,6.0,2021-2022,LaLiga
SP1,2021-10-31,Getafe,Espanol,2,1,H,1,1,D,12,10,7,3,18,11,6,11,7,4,0,0,2.45,3.0,3.2,2021-2022,LaLiga
SP1,2021-10-31,Sociedad,Ath Bilbao,1,1,D,0,0,D,8,11,3,5,21,14,2,7,4,3,0,1,2.1,3.2,3.8,2021-2022,LaLiga
SP1,2021-11-01,Vallecano,Celta,0,0,D,0,0,D,11,10,5,4,13,14,4,7,2,5,0,0,2.37,3.25,3.1,2021-2022,LaLiga
SP1,2021-11-01,Levante,Granada,0,3,A,0,2,A,12,12,3,6,14,13,3,5,4,2,0,0,1.95,3.4,4.0,2021-2022,LaLiga
SP1,2021-11-05,Ath Bilbao,Cadiz,0,1,A,0,1,A,15,8,5,4,14,19,5,1,2,1,0,0,1.36,4.75,9.0,2021-2022,LaLiga
SP1,2021-11-06,Alaves,Levante,2,1,H,0,1,A,10,12,3,7,21,17,1,3,3,3,0,0,2.5,3.0,3.2,2021-2022,LaLiga
SP1,2021-11-06,Real Madrid,Vallecano,2,1,H,2,0,H,15,19,7,7,8,14,4,5,1,2,0,0,1.33,5.5,8.0,2021-2022,LaLiga
SP1,2021-11-06,Espanol,Granada,2,0,H,2,0,H,17,18,6,5,12,8,5,3,1,1,0,0,1.85,3.4,4.5,2021-2022,LaLiga
SP1,2021-11-06,Celta,Barcelona,3,3,D,0,3,A,18,10,4,6,18,18,3,1,3,6,0,0,3.3,3.6,2.1,2021-2022,LaLiga
SP1,2021-11-07,Villarreal,Getafe,1,0,H,1,0,H,10,5,4,2,12,13,6,4,1,1,0,0,1.5,4.0,7.0,2021-2022,LaLiga
SP1,2021-11-07,Valencia,Ath Madrid,3,3,D,0,1,A,11,13,5,7,12,17,9,0,2,2,0,0,4.5,3.2,1.95,2021-2022,LaLiga
SP1,2021-11-07,Mallorca,Elche,2,2,D,0,0,D,18,7,6,2,11,19,3,3,2,3,0,0,2.05,3.0,4.33,2021-2022,LaLiga
SP1,2021-11-07,Osasuna,Sociedad,0,2,A,0,0,D,6,9,2,4,11,12,5,2,0,2,0,0,3.1,3.3,2.35,2021-2022,LaLiga
SP1,2021-11-07,Betis,Sevilla,0,2,A,0,0,D,8,11,1,2,12,13,2,1,3,1,1,0,3.0,3.3,2.45,2021-2022,LaLiga
SP1,2021-11-19,Levante,Ath Bilbao,0,0,D,0,0,D,15,7,2,2,16,7,6,3,2,1,0,0,3.5,3.3,2.15,2021-2022,LaLiga
SP1,2021-11-20,Celta,Villarreal,1,1,D,0,1,A,12,18,3,6,14,17,3,5,1,1,0,0,2.75,3.3,2.55,2021-2022,LaLiga
SP1,2021-11-20,Sevilla,Alaves,2,2,D,1,2,A,16,8,6,3,14,17,5,2,4,4,0,0,1.44,4.33,8.5,2021-2022,LaLiga
SP1,2021-11-20,Ath Madrid,Osasuna,1,0,H,0,0,D,15,9,2,3,7,8,7,4,2,2,0,0,1.44,4.33,8.0,2021-2022,LaLiga
SP1,2021-11-20,Barcelona,Espanol,1,0,H,0,0,D,16,12,6,2,17,9,4,4,4,2,0,0,1.36,5.25,7.5,2021-2022,LaLiga
SP1,2021-11-21,Sociedad,Valencia,0,0,D,0,0,D,9,8,2,3,11,16,2,4,4,7,1,0,1.72,3.8,4.75,2021-2022,LaLiga
SP1,2021-11-21,Elche,Betis,0,3,A,0,3,A,14,9,4,4,12,14,10,1,1,2,0,1,3.6,3.4,2.1,2021-2022,LaLiga
SP1,2021-11-21,Getafe,Cadiz,4,0,H,1,0,H,17,10,8,2,14,7,3,7,2,4,0,0,2.0,3.1,4.33,2021-2022,LaLiga
SP1,2021-11-21,Granada,Real Madrid,1,4,A,1,2,A,11,21,3,10,10,7,9,6,1,1,1,0,7.0,4.5,1.45,2021-2022,LaLiga
SP1,2021-11-22,Vallecano,Mallorca,3,1,H,2,0,H,15,11,6,5,14,17,6,4,3,2,0,0,1.8,3.5,4.75,2021-2022,LaLiga
SP1,2021-11-26,Ath Bilbao,Granada,2,2,D,1,2,A,17,8,5,4,12,9,8,3,1,1,1,0,1.36,4.75,9.5,2021-2022,LaLiga
SP1,2021-11-27,Alaves,Celta,1,2,A,1,1,D,13,8,5,5,12,15,5,3,3,2,0,0,2.9,3.1,2.55,2021-2022,LaLiga
SP1,2021-11-27,Valencia,Vallecano,1,1,D,1,0,H,8,12,4,6,18,15,3,9,6,5,0,0,2.0,3.4,3.9,2021-2022,LaLiga
SP1,2021-11-27,Mallorca,Getafe,0,0,D,0,0,D,12,11,2,0,8,19,2,0,3,0,0,0,2.3,2.9,3.75,2021-2022,LaLiga
SP1,2021-11-27,Villarreal,Barcelona,1,3,A,0,0,D,14,12,2,6,19,14,4,4,2,2,0,0,2.7,3.4,2.6,2021-2022,LaLiga
SP1,2021-11-28,Betis,Levante,3,1,H,0,1,A,26,8,8,2,16,9,5,8,2,3,0,0,1.66,4.2,4.75,2021-2022,LaLiga
SP1,2021-11-28,Espanol,Sociedad,1,0,H,0,0,D,8,10,2,4,15,7,2,9,1,1,0,0,3.2,3.2,2.3,2021-2022,LaLiga
SP1,2021-11-28,Cadiz,Ath Madrid,1,4,A,0,0,D,8,17,0,7,13,11,4,8,2,0,0,0,8.0,3.8,1.5,2021-2022,LaLiga
SP1,2021-11-28,Real Madrid,Sevilla,2,1,H,1,1,D,14,11,4,6,10,9,0,4,3,3,0,0,1.7,4.0,4.75,2021-2022,LaLiga
SP1,2021-11-29,Osasuna,Elche,1,1,D,1,1,D,17,10,4,4,16,12,5,4,1,3,0,0,1.8,3.4,4.75,2021-2022,LaLiga
SP1,2021-12-01,Real Madrid,Ath Bilbao,1,0,H,1,0,H,17,18,7,2,12,13,7,6,2,3,0,0,1.44,4.75,7.0,2021-2022,LaLiga
SP1,2021-12-03,Granada,Alaves,2,1,H,1,0,H,9,14,2,2,17,15,3,5,2,2,0,0,2.37,3.1,3.25,2021-2022,LaLiga
SP1,2021-12-04,Sociedad,Real Madrid,0,2,A,0,0,D,11,13,0,8,12,8,5,5,2,0,0,0,3.3,3.3,2.25,2021-2022,LaLiga
SP1,2021-12-04,Ath Madrid,Mallorca,1,2,A,0,0,D,14,10,6,3,13,16,8,5,2,5,0,0,1.3,5.25,11.0,2021-2022,LaLiga
SP1,2021-12-04,Barcelona,Betis,0,1,A,0,0,D,12,8,3,2,17,12,6,1,1,2,0,0,1.5,4.5,6.5,2021-2022,LaLiga
SP1,2021-12-04,Sevilla,Villarreal,1,0,H,1,0,H,8,16,3,2,9,10,5,8,2,2,0,0,2.0,3.3,4.0,2021-2022,LaLiga
SP1,2021-12-05,Vallecano,Espanol,1,0,H,0,0,D,7,10,0,3,18,11,6,3,3,3,0,1,2.15,3.1,3.8,2021-2022,LaLiga
SP1,2021-12-05,Elche,Cadiz,3,1,H,1,0,H,8,15,3,6,16,15,3,3,7,3,0,0,2.05,3.1,4.2,2021-2022,LaLiga
SP1,2021-12-05,Levante,Osasuna,0,0,D,0,0,D,11,11,3,1,12,16,7,2,2,3,0,0,2.4,3.2,3.1,2021-2022,LaLiga
SP1,2021-12-05,Celta,Valencia,1,2,A,1,1,D,11,8,5,5,10,22,6,4,3,2,0,0,2.1,3.25,3.75,2021-2022,LaLiga
SP1,2021-12-06,Getafe,Ath Bilbao,0,0,D,0,0,D,17,9,5,3,14,14,5,3,2,1,0,0,3.5,3.0,2.3,2021-2022,LaLiga
SP1,2021-12-10,Mallorca,Celta,0,0,D,0,0,D,12,14,1,5,14,11,7,4,3,2,0,0,2.5,3.0,3.1,2021-2022,LaLiga
SP1,2021-12-11,Espanol,Levante,4,3,H,1,2,A,17,14,8,5,9,15,4,2,4,4,0,1,2.05,3.3,3.8,2021-2022,LaLiga
SP1,2021-12-11,Alaves,Getafe,1,1,D,0,1,A,9,11,1,2,18,15,1,1,4,4,1,0,2.45,2.9,3.2,2021-2022,LaLiga
SP1,2021-12-11,Valencia,Elche,2,1,H,1,0,H,21,8,8,4,15,12,8,1,3,2,0,0,1.75,3.5,5.0,2021-2022,LaLiga
SP1,2021-12-11,Ath Bilbao,Sevilla,0,1,A,0,1,A,13,6,2,1,17,10,9,2,4,3,0,0,2.5,3.0,3.1,2021-2022,LaLiga
SP1,2021-12-12,Real Madrid,Ath Madrid,2,0,H,1,0,H,7,9,3,6,17,15,3,6,2,3,0,0,2.05,3.5,3.6,2021-2022,LaLiga
SP1,2021-12-12,Betis,Sociedad,4,0,H,1,0,H,11,15,5,5,12,10,4,7,3,1,0,0,2.25,3.3,3.3,2021-2022,LaLiga
SP1,2021-12-12,Villarreal,Vallecano,2,0,H,2,0,H,13,19,5,7,16,14,5,6,1,3,0,0,1.72,3.8,4.75,2021-2022,LaLiga
SP1,2021-12-12,Osasuna,Barcelona,2,2,D,1,1,D,8,10,3,2,16,16,6,5,5,4,0,0,4.0,3.5,1.9,2021-2022,LaLiga
SP1,2021-12-13,Cadiz,Granada,1,1,D,1,0,H,13,16,3,5,14,10,8,1,5,0,1,0,2.6,3.1,2.9,2021-2022,LaLiga
SP1,2021-12-17,Celta,Espanol,3,1,H,1,0,H,12,6,5,3,13,5,3,3,2,1,0,0,1.95,3.4,4.0,2021-2022,LaLiga
SP1,2021-12-18,Vallecano,Alaves,2,0,H,2,0,H,20,6,5,4,12,19,5,5,1,2,0,0,1.72,3.6,5.0,2021-2022,LaLiga
SP1,2021-12-18,Sociedad,Villarreal,1,3,A,1,1,D,8,15,4,8,9,15,5,5,2,3,1,0,2.15,3.3,3.5,2021-2022,LaLiga
SP1,2021-12-18,Barcelona,Elche,3,2,H,2,0,H,19,5,8,3,13,17,5,0,1,3,0,0,1.3,5.5,10.0,2021-2022,LaLiga
SP1,2021-12-18,Sevilla,Ath Madrid,2,1,H,1,1,D,6,15,2,3,15,14,4,7,2,1,0,0,2.75,3.0,2.8,2021-2022,LaLiga
SP1,2021-12-19,Granada,Mallorca,4,1,H,1,1,D,15,8,6,5,12,15,4,2,3,2,0,0,2.5,3.0,3.1,2021-2022,LaLiga
SP1,2021-12-19,Ath Bilbao,Betis,3,2,H,1,1,D,9,16,6,8,7,12,5,6,1,3,0,0,2.15,3.25,3.5,2021-2022,LaLiga
SP1,2021-12-19,Getafe,Osasuna,1,0,H,0,0,D,18,11,4,2,14,8,4,3,3,1,0,0,2.4,2.9,3.4,2021-2022,LaLiga
SP1,2021-12-19,Real Madrid,Cadiz,0,0,D,0,0,D,36,4,9,0,9,10,13,2,1,1,0,0,1.2,7.5,11.0,2021-2022,LaLiga
SP1,2021-12-20,Levante,Valencia,3,4,A,2,1,H,15,15,9,8,21,11,6,4,3,4,0,0,2.7,3.2,2.75,2021-2022,LaLiga
SP1,2021-12-21,Villarreal,Alaves,5,2,H,2,1,H,24,4,10,2,16,14,6,2,0,2,0,0,1.33,5.0,9.5,2021-2022,LaLiga
SP1,2021-12-21,Sevilla,Barcelona,1,1,D,1,1,D,5,23,1,7,15,13,4,9,2,3,1,0,2.5,3.2,2.9,2021-2022,LaLiga
SP1,2021-12-22,Ath Bilbao,Real Madrid,1,2,A,1,2,A,15,12,2,7,17,7,7,0,2,2,0,0,3.4,3.5,2.1,2021-2022,LaLiga
SP1,2021-12-22,Granada,Ath Madrid,2,1,H,1,1,D,6,15,4,3,17,7,2,7,4,1,0,0,6.0,3.7,1.61,2021-2022,LaLiga
SP1,2021-12-31,Valencia,Espanol,1,2,A,0,0,D,12,15,2,4,19,14,7,5,7,3,1,0,1.8,3.8,4.2,2021-2022,LaLiga
SP1,2022-01-02,Getafe,Real Madrid,1,0,H,1,0,H,6,14,3,4,20,8,2,9,3,2,0,0,5.5,3.75,1.65,2021-2022,LaLiga
SP1,2022-01-02,Ath Madrid,Vallecano,2,0,H,1,0,H,15,5,5,0,14,12,8,2,3,0,0,0,1.36,4.5,9.5,2021-2022,LaLiga
SP1,2022-01-02,Elche,Granada,0,0,D,0,0,D,18,10,2,5,18,15,6,3,3,3,1,0,2.5,3.1,3.0,2021-2022,LaLiga
SP1,2022-01-02,Alaves,Sociedad,1,1,D,0,1,A,19,10,5,4,22,10,2,3,3,3,0,0,3.5,3.1,2.25,2021-2022,LaLiga
SP1,2022-01-02,Betis,Celta,0,2,A,0,2,A,18,7,7,5,15,11,3,3,1,2,0,0,1.72,3.75,4.75,2021-2022,LaLiga
SP1,2022-01-02,Mallorca,Barcelona,0,1,A,0,1,A,13,13,3,4,22,24,4,3,5,2,0,0,3.4,3.4,2.15,2021-2022,LaLiga
SP1,2022-01-03,Villarreal,Levante,5,0,H,3,0,H,17,7,7,3,12,9,6,5,3,2,0,0,1.4,5.0,7.0,2021-2022,LaLiga
SP1,2022-01-03,Osasuna,Ath Bilbao,1,3,A,1,2,A,15,17,4,5,12,7,4,5,5,2,1,0,3.1,3.0,2.5,2021-2022,LaLiga
SP1,2022-01-03,Cadiz,Sevilla,0,1,A,0,0,D,9,14,2,4,5,9,2,8,0,1,0,0,4.75,3.3,1.85,2021-2022,LaLiga
SP1,2022-01-08,Real Madrid,Valencia,4,1,H,1,0,H,23,12,8,7,15,24,3,8,3,3,0,0,1.37,5.0,8.0,2021-2022,LaLiga
SP1,2022-01-08,Granada,Barcelona,1,1,D,0,0,D,14,13,4,1,9,21,3,2,2,5,0,1,4.5,3.8,1.75,2021-2022,LaLiga
SP1,2022-01-08,Levante,Mallorca,2,0,H,0,0,D,16,15,8,8,20,11,5,5,3,1,1,0,2.2,3.25,3.4,2021-2022,LaLiga
SP1,2022-01-08,Sociedad,Celta,1,0,H,1,0,H,12,4,3,0,10,18,6,4,3,3,0,0,1.83,3.3,4.75,2021-2022,LaLiga
SP1,2022-01-09,Vallecano,Betis,1,1,D,0,1,A,17,9,7,5,18,13,6,4,1,3,0,1,2.5,3.4,2.8,2021-2022,LaLiga
SP1,2022-01-09,Sevilla,Getafe,1,0,H,1,0,H,10,4,1,2,8,20,5,2,1,3,0,0,1.61,3.4,7.5,2021-2022,LaLiga
SP1,2022-01-09,Alaves,Ath Bilbao,0,0,D,0,0,D,12,10,1,2,15,11,7,5,2,0,0,0,4.0,3.3,1.95,2021-2022,LaLiga
SP1,2022-01-09,Osasuna,Cadiz,2,0,H,1,0,H,15,6,5,1,13,13,5,7,2,2,0,0,1.75,3.3,5.75,2021-2022,LaLiga
SP1,2022-01-09,Villarreal,Ath Madrid,2,2,D,1,1,D,13,7,3,5,13,8,7,3,0,2,0,1,2.8,3.2,2.62,2021-2022,LaLiga
SP1,2022-01-10,Espanol,Elche,1,2,A,1,2,A,8,3,3,2,13,18,13,0,4,6,0,0,1.9,3.25,4.5,2021-2022,LaLiga
SP1,2022-01-16,Elche,Villarreal,1,0,H,0,0,D,5,9,2,4,12,15,3,8,4,3,0,0,4.5,3.6,1.8,2021-2022,LaLiga
SP1,2022-01-18,Betis,Alaves,4,0,H,3,0,H,18,9,5,2,14,14,8,3,2,0,0,0,1.45,4.33,7.0,2021-2022,LaLiga
SP1,2022-01-18,Cadiz,Espanol,2,2,D,0,1,A,10,14,4,7,14,9,3,2,5,1,0,0,3.25,3.1,2.37,2021-2022,LaLiga
SP1,2022-01-19,Valencia,Sevilla,1,1,D,1,1,D,10,12,2,3,22,14,4,4,3,3,1,0,3.3,3.25,2.25,2021-2022,LaLiga
SP1,2022-01-19,Celta,Osasuna,2,0,H,2,0,H,5,9,3,0,14,11,0,5,1,2,0,0,1.85,3.5,4.33,2021-2022,LaLiga
SP1,2022-01-20,Getafe,Granada,4,2,H,1,1,D,12,7,4,4,15,10,4,8,3,4,0,0,2.1,3.2,3.8,2021-2022,LaLiga
SP1,2022-01-21,Espanol,Betis,1,4,A,1,2,A,12,15,4,8,15,12,6,5,3,4,1,0,3.25,3.25,2.25,2021-2022,LaLiga
SP1,2022-01-22,Sevilla,Celta,2,2,D,0,2,A,16,6,5,4,11,16,7,0,1,4,0,0,1.75,3.5,5.25,2021-2022,LaLiga
SP1,2022-01-22,Ath Madrid,Valencia,3,2,H,0,2,A,16,7,6,3,13,22,5,4,5,6,0,0,1.44,4.2,8.5,2021-2022,LaLiga
SP1,2022-01-22,Levante,Cadiz,0,2,A,0,1,A,15,8,8,2,15,16,8,2,4,6,0,0,1.8,3.5,5.0,2021-2022,LaLiga
SP1,2022-01-22,Villarreal,Mallorca,3,0,H,2,0,H,12,8,6,2,13,12,10,6,1,2,0,1,1.44,4.33,8.0,2021-2022,LaLiga
SP1,2022-01-23,Granada,Osasuna,0,2,A,0,0,D,6,16,2,7,12,15,4,3,0,2,0,0,2.5,3.2,3.0,2021-2022,LaLiga
SP1,2022-01-23,Real Madrid,Elche,2,2,D,0,1,A,23,3,8,2,11,14,10,3,3,1,0,0,1.16,8.0,15.0,2021-2022,LaLiga
SP1,2022-01-23,Sociedad,Getafe,0,0,D,0,0,D,9,9,3,2,17,13,7,2,1,1,0,0,1.66,3.5,6.0,2021-2022,LaLiga
SP1,2022-01-23,Vallecano,Ath Bilbao,0,1,A,0,1,A,29,9,3,3,8,20,9,7,1,6,0,0,2.75,3.0,2.8,2021-2022,LaLiga
SP1,2022-01-23,Alaves,Barcelona,0,1,A,0,0,D,6,10,2,4,16,8,1,10,0,0,0,0,6.0,4.0,1.57,2021-2022,LaLiga
SP1,2022-02-04,Getafe,Levante,3,0,H,2,0,H,14,11,8,2,12,13,2,8,4,3,0,0,1.95,3.1,4.5,2021-2022,LaLiga
SP1,2022-02-05,Elche,Alaves,3,1,H,0,1,A,14,6,4,2,15,11,7,3,1,1,0,0,2.37,3.1,3.3,2021-2022,LaLiga
SP1,2022-02-05,Mallorca,Cadiz,2,1,H,1,1,D,17,12,5,5,14,15,6,4,2,4,0,0,1.83,3.4,4.6,2021-2022,LaLiga
SP1,2022-02-05,Celta,Vallecano,2,0,H,1,0,H,13,11,3,0,17,17,7,2,0,2,0,0,1.9,3.4,4.33,2021-2022,LaLiga
SP1,2022-02-05,Osasuna,Sevilla,0,0,D,0,0,D,9,9,3,4,13,7,1,1,1,1,0,0,3.6,3.2,2.15,2021-2022,LaLiga
SP1,2022-02-06,Betis,Villarreal,0,2,A,0,1,A,9,9,3,3,19,14,6,6,2,3,0,0,2.37,3.5,2.9,2021-2022,LaLiga
SP1,2022-02-06,Real Madrid,Granada,1,0,H,0,0,D,24,7,11,3,9,11,9,2,2,1,0,0,1.25,6.0,11.0,2021-2022,LaLiga
SP1,2022-02-06,Valencia,Sociedad,0,0,D,0,0,D,14,8,3,2,17,14,9,9,4,2,0,0,2.87,3.2,2.6,2021-2022,LaLiga
SP1,2022-02-06,Barcelona,Ath Madrid,4,2,H,3,1,H,9,10,4,4,15,13,3,5,2,2,1,0,2.25,3.4,3.2,2021-2022,LaLiga
SP1,2022-02-07,Ath Bilbao,Espanol,2,1,H,2,1,H,7,7,4,3,17,11,5,3,3,3,0,0,1.6,3.8,6.0,2021-2022,LaLiga
SP1,2022-02-11,Sevilla,Elche,2,0,H,0,0,D,14,7,6,1,13,14,5,4,1,5,0,0,1.45,4.33,7.5,2021-2022,LaLiga
SP1,2022-02-12,Cadiz,Celta,0,0,D,0,0,D,8,6,2,1,12,19,3,3,3,2,0,0,3.8,3.4,2.05,2021-2022,LaLiga
SP1,2022-02-12,Villarreal,Real Madrid,0,0,D,0,0,D,9,17,2,6,11,10,3,3,2,4,0,0,2.5,3.5,2.7,2021-2022,LaLiga
SP1,2022-02-12,Vallecano,Osasuna,0,3,A,0,2,A,10,12,3,5,11,16,4,5,2,1,0,0,2.15,3.25,3.5,2021-2022,LaLiga
SP1,2022-02-12,Ath Madrid,Getafe,4,3,H,3,3,D,11,10,7,4,18,17,5,4,3,4,1,0,1.45,4.2,8.0,2021-2022,LaLiga
SP1,2022-02-13,Espanol,Barcelona,2,2,D,1,1,D,10,12,4,4,14,13,3,5,5,4,1,1,5.0,3.6,1.75,2021-2022,LaLiga
SP1,2022-02-13,Sociedad,Granada,2,0,H,1,0,H,18,15,8,2,13,13,6,5,0,2,0,0,1.4,4.5,9.0,2021-2022,LaLiga
SP1,2022-02-13,Alaves,Valencia,2,1,H,1,0,H,9,9,5,4,15,17,5,9,4,3,0,0,2.8,3.2,2.6,2021-2022,LaLiga
SP1,2022-02-13,Levante,Betis,2,4,A,1,3,A,12,19,4,11,13,8,5,7,1,2,1,0,3.4,3.6,2.1,2021-2022,LaLiga
SP1,2022-02-14,Mallorca,Ath Bilbao,3,2,H,2,0,H,16,7,5,2,22,15,6,6,6,4,0,0,3.4,3.1,2.3,2021-2022,LaLiga
SP1,2022-02-16,Ath Madrid,Levante,0,1,A,0,0,D,10,8,1,5,9,19,5,3,3,4,0,0,1.33,5.25,9.0,2021-2022,LaLiga
SP1,2022-02-18,Elche,Vallecano,2,1,H,0,0,D,9,13,5,2,18,15,2,3,2,4,0,0,3.0,3.0,2.62,2021-2022,LaLiga
SP1,2022-02-19,Real Madrid,Alaves,3,0,H,0,0,D,22,7,9,2,6,11,7,1,1,1,0,0,1.22,6.5,12.0,2021-2022,LaLiga
SP1,2022-02-19,Cadiz,Getafe,1,1,D,1,1,D,9,6,2,1,17,11,7,2,3,4,0,0,3.2,2.9,2.55,2021-2022,LaLiga
SP1,2022-02-19,Granada,Villarreal,1,4,A,0,2,A,20,15,5,7,15,10,9,2,3,6,0,0,4.0,3.4,1.95,2021-2022,LaLiga
SP1,2022-02-19,Osasuna,Ath Madrid,0,3,A,0,1,A,14,5,4,4,12,19,4,2,1,2,0,0,3.9,3.25,2.05,2021-2022,LaLiga
SP1,2022-02-20,Espanol,Sevilla,1,1,D,0,1,A,11,7,4,2,14,14,3,7,4,5,0,1,3.4,3.3,2.2,2021-2022,LaLiga
SP1,2022-02-20,Valencia,Barcelona,1,4,A,0,3,A,11,6,5,6,22,16,8,3,3,4,0,0,3.6,3.5,2.05,2021-2022,LaLiga
SP1,2022-02-20,Betis,Mallorca,2,1,H,1,0,H,14,10,5,1,13,17,4,7,3,2,0,0,1.6,4.0,5.75,2021-2022,LaLiga
SP1,2022-02-20,Ath Bilbao,Sociedad,4,0,H,0,0,D,18,9,8,2,9,9,6,4,4,1,0,0,2.37,3.0,3.4,2021-2022,LaLiga
SP1,2022-02-21,Celta,Levante,1,1,D,0,0,D,8,13,4,3,15,16,2,5,3,5,0,0,1.6,3.8,6.0,2021-2022,LaLiga
SP1,2022-02-25,Levante,Elche,3,0,H,1,0,H,11,8,4,3,17,8,3,3,1,2,0,1,2.05,3.4,3.75,2021-2022,LaLiga
SP1,2022-02-26,Mallorca,Valencia,0,1,A,0,1,A,23,8,3,4,14,21,14,1,4,6,0,1,2.4,3.1,3.1,2021-2022,LaLiga
SP1,2022-02-26,Getafe,Alaves,2,2,D,0,1,A,12,7,3,3,7,24,6,1,2,4,1,0,1.95,3.0,4.75,2021-2022,LaLiga
SP1,2022-02-26,Vallecano,Real Madrid,0,1,A,0,0,D,19,13,5,6,20,5,5,9,5,3,0,0,5.0,3.8,1.66,2021-2022,LaLiga
SP1,2022-02-26,Ath Madrid,Celta,2,0,H,1,0,H,13,16,6,2,10,7,5,9,4,3,0,0,1.61,3.8,6.0,2021-2022,LaLiga
SP1,2022-02-27,Sociedad,Osasuna,1,0,H,0,0,D,11,11,5,1,10,9,6,5,0,4,0,0,1.85,3.4,4.75,2021-2022,LaLiga
SP1,2022-02-27,Barcelona,Ath Bilbao,4,0,H,1,0,H,17,6,7,3,8,10,5,0,2,1,0,0,1.6,4.2,5.25,2021-2022,LaLiga
SP1,2022-02-27,Villarreal,Espanol,5,1,H,3,0,H,19,7,11,2,11,12,10,3,2,1,0,0,1.5,4.2,7.0,2021-2022,LaLiga
SP1,2022-02-27,Sevilla,Betis,2,1,H,2,0,H,12,10,3,2,13,16,4,4,6,3,0,0,2.2,3.25,3.5,2021-2022,LaLiga
SP1,2022-02-28,Granada,Cadiz,0,0,D,0,0,D,6,12,1,4,12,17,0,4,3,3,1,0,2.0,3.3,4.0,2021-2022,LaLiga
SP1,2022-03-02,Mallorca,Sociedad,0,2,A,0,1,A,13,13,1,3,12,9,3,4,0,2,0,0,3.4,3.2,2.25,2021-2022,LaLiga
SP1,2022-03-04,Alaves,Sevilla,0,0,D,0,0,D,14,13,2,4,16,8,5,5,3,1,0,0,4.5,3.1,1.95,2021-2022,LaLiga
SP1,2022-03-05,Real Madrid,Sociedad,4,1,H,2,1,H,18,1,8,1,12,14,7,1,0,2,0,0,1.6,4.2,5.25,2021-2022,LaLiga
SP1,2022-03-05,Osasuna,Villarreal,1,0,H,0,0,D,12,10,3,1,12,6,6,8,1,0,0,0,3.5,3.4,2.1,2021-2022,LaLiga
SP1,2022-03-05,Espanol,Getafe,2,0,H,2,0,H,4,12,1,3,17,15,1,5,6,5,0,0,2.15,3.0,3.6,2021-2022,LaLiga
SP1,2022-03-05,Valencia,Granada,3,1,H,0,0,D,12,7,4,0,14,13,3,6,3,3,0,0,1.75,3.6,4.5,2021-2022,LaLiga
SP1,2022-03-06,Celta,Mallorca,4,3,H,2,1,H,16,12,8,3,17,9,4,5,5,4,1,0,1.75,3.4,5.25,2021-2022,LaLiga
SP1,2022-03-06,Betis,Ath Madrid,1,3,A,1,1,D,18,8,6,6,16,10,10,3,5,3,0,0,3.0,3.2,2.37,2021-2022,LaLiga
SP1,2022-03-06,Cadiz,Vallecano,2,0,H,0,0,D,13,14,7,3,23,15,5,6,5,3,0,0,2.7,3.1,2.7,2021-2022,LaLiga
SP1,2022-03-06,Elche,Barcelona,1,2,A,1,0,H,13,20,3,9,10,8,5,6,2,6,1,0,7.5,4.33,1.4,2021-2022,LaLiga
SP1,2022-03-07,Ath Bilbao,Levante,3,1,H,0,0,D,17,5,9,2,6,14,4,3,1,2,0,0,1.57,4.0,5.5,2021-2022,LaLiga
SP1,2022-03-11,Ath Madrid,Cadiz,2,1,H,1,1,D,6,14,5,3,23,14,0,4,4,1,1,0,1.36,4.6,9.5,2021-2022,LaLiga
SP1,2022-03-12,Levante,Espanol,1,1,D,0,0,D,14,6,3,1,17,10,8,2,4,4,0,0,2.3,3.3,3.2,2021-2022,LaLiga
